ID,Mass,MassUpper,MassLower,Width,WidthUpper,WidthLower,I,G,P,C,Anti,Charge,Rank,Status,Name,Quarks,Latex
10223,1166.0,6.0,6.0,375.0,35.0,35.0,0,-1,1,-1,0,0,0,0,h(1)(1170),x(uU+dD)+y(sS),h_{1}(1170)
10225,1617.0,5.0,5.0,181.0,11.0,11.0,0,1,-1,1,0,0,0,0,eta(2)(1645),x(uU+dD)+y(sS),\eta_{2}(1645)
10311,1430.0,50.0,50.0,270.0,80.0,80.0,1/2,5,1,5,1,0,0,0,K(0)*(1430),dS,K_{0}^{*}(1430)^{0}
-10311,1430.0,50.0,50.0,270.0,80.0,80.0,1/2,5,1,5,1,0,0,0,K(0)*(1430),Ds,\overline{K}_{0}^{*}(1430)^{0}
10313,1253.0,7.0,7.0,90.0,20.0,20.0,1/2,5,1,5,1,0,0,0,K(1)(1270),dS,K_{1}(1270)^{0}
-10313,1253.0,7.0,7.0,90.0,20.0,20.0,1/2,5,1,5,1,0,0,0,K(1)(1270),Ds,\overline{K}_{1}(1270)^{0}
10315,1773.0,8.0,8.0,186.0,14.0,14.0,1/2,5,-1,5,1,0,0,0,K(2)(1770),dS,K_{2}(1770)^{0}
-10315,1773.0,8.0,8.0,186.0,14.0,14.0,1/2,5,-1,5,1,0,0,0,K(2)(1770),Ds,\overline{K}_{2}(1770)^{0}
10321,1430.0,50.0,50.0,270.0,80.0,80.0,1/2,5,1,5,2,1,0,0,K(0)*(1430),uS,K_{0}^{*}(1430)^{+}
-10321,1430.0,50.0,50.0,270.0,80.0,80.0,1/2,5,1,5,2,-1,0,0,K(0)*(1430),Us,K_{0}^{*}(1430)^{-}
10323,1253.0,7.0,7.0,90.0,20.0,20.0,1/2,5,1,5,2,1,0,0,K(1)(1270),uS,K_{1}(1270)^{+}
-10323,1253.0,7.0,7.0,90.0,20.0,20.0,1/2,5,1,5,2,-1,0,0,K(1)(1270),Us,K_{1}(1270)^{-}
10325,1773.0,8.0,8.0,186.0,14.0,14.0,1/2,5,-1,5,2,1,0,0,K(2)(1770),uS,K_{2}(1770)^{+}
-10325,1773.0,8.0,8.0,186.0,14.0,14.0,1/2,5,-1,5,2,-1,0,0,K(2)(1770),Us,K_{2}(1770)^{-}
10331,1704.0,12.0,12.0,123.0,18.0,18.0,0,1,1,1,0,0,0,0,f(0)(1710),x(uU+dD)+y(sS),f_{0}(1710)
10333,1416.0,8.0,8.0,90.0,15.0,15.0,?,-1,1,-1,0,0,0,2,h(1)(1415),x(uU+dD)+y(sS),h_{1}(1415)
10411,2343.0,10.0,10.0,229.0,16.0,16.0,1/2,5,5,5,2,1,0,2,D(0)*(2300),cD,D_{0}^{*}(2300)^{+}
-10411,2343.0,10.0,10.0,229.0,16.0,16.0,1/2,5,5,5,2,-1,0,2,D(0)*(2300),Cd,D_{0}^{*}(2300)^{-}
10413,2422.1,0.6,0.6,31.3,1.9,1.9,1/2,5,5,5,2,1,0,2,D(1)(2420),cD,D_{1}(2420)^{+}
-10413,2422.1,0.6,0.6,31.3,1.9,1.9,1/2,5,5,5,2,-1,0,2,D(1)(2420),Cd,D_{1}(2420)^{-}
10421,2343.0,10.0,10.0,229.0,16.0,16.0,1/2,5,1,5,1,0,0,2,D(0)*(2300),cU,D_{0}^{*}(2300)^{0}
-10421,2343.0,10.0,10.0,229.0,16.0,16.0,1/2,5,1,5,1,0,0,2,D(0)*(2300),Cu,\overline{D}_{0}^{*}(2300)^{0}
10423,2422.1,0.6,0.6,31.3,1.9,1.9,1/2,5,1,5,1,0,0,0,D(1)(2420),cU,D_{1}(2420)^{0}
-10423,2422.1,0.6,0.6,31.3,1.9,1.9,1/2,5,1,5,1,0,0,0,D(1)(2420),Cu,\overline{D}_{1}(2420)^{0}
10431,2317.8,0.5,0.5,10.0,-1.0,-1.0,0,5,1,5,2,1,0,0,D(s0)*(2317),cS,D_{s0}^{*}(2317)^{+}
-10431,2317.8,0.5,0.5,10.0,-1.0,-1.0,0,5,1,5,2,-1,0,0,D(s0)*(2317),Cs,D_{s0}^{*}(2317)^{-}
10433,2535.11,0.06,0.06,0.92,0.05,0.05,0,5,1,5,2,1,0,0,D(s1)(2536),cS,D_{s1}(2536)^{+}
-10433,2535.11,0.06,0.06,0.92,0.05,0.05,0,5,1,5,2,-1,0,0,D(s1)(2536),Cs,D_{s1}(2536)^{-}
10441,3414.71,0.3,0.3,10.8,0.6,0.6,0,1,1,1,0,0,0,0,chi(c0)(1P),cC,\chi_{c0}(1P)
10443,3525.38,0.11,0.11,0.7,0.4,0.4,?,5,1,-1,0,0,0,0,h(c)(1P),cC,h_{c}(1P)
10551,9859.4,0.5,0.5,-1.0,-1.0,-1.0,0,1,1,1,0,0,0,0,chi(b0)(1P),bB,\chi_{b0}(1P)
10553,9899.3,0.8,0.8,-1.0,-1.0,-1.0,0,5,1,-1,0,0,0,0,h(b)(1P),bB,h_{b}(1P)
11112,1860.0,60.0,20.0,250.0,70.0,70.0,3/2,5,-1,5,1,-1,3,0,Delta(1900),ddd,\Delta(1900)^{-}
-11112,1860.0,60.0,20.0,250.0,70.0,70.0,3/2,5,1,5,1,1,3,0,Delta(1900),DDD,\overline{\Delta}(1900)^{+}
11114,1710.0,20.0,20.0,300.0,80.0,80.0,3/2,5,-1,5,1,-1,4,1,Delta(1700),ddd,\Delta(1700)^{-}
-11114,1710.0,20.0,20.0,300.0,80.0,80.0,3/2,5,1,5,1,1,4,1,Delta(1700),DDD,\overline{\Delta}(1700)^{+}
11116,1950.0,50.0,50.0,300.0,100.0,100.0,3/2,5,-1,5,1,-1,3,1,Delta(1930),ddd,\Delta(1930)^{-}
-11116,1950.0,50.0,50.0,300.0,100.0,100.0,3/2,5,1,5,1,1,3,1,Delta(1930),DDD,\overline{\Delta}(1930)^{+}
11212,1860.0,60.0,20.0,250.0,70.0,70.0,3/2,5,-1,5,1,0,3,0,Delta(1900),udd,\Delta(1900)^{0}
-11212,1860.0,60.0,20.0,250.0,70.0,70.0,3/2,5,1,5,1,0,3,0,Delta(1900),UDD,\overline{\Delta}(1900)^{0}
11216,1950.0,50.0,50.0,300.0,100.0,100.0,3/2,5,-1,5,1,0,3,1,Delta(1930),udd,\Delta(1930)^{0}
-11216,1950.0,50.0,50.0,300.0,100.0,100.0,3/2,5,1,5,1,0,3,1,Delta(1930),UDD,\overline{\Delta}(1930)^{0}
12112,1440.0,30.0,30.0,350.0,100.0,100.0,1/2,5,1,5,1,0,4,0,N(1440),udd,N(1440)^{0}
-12112,1440.0,30.0,30.0,350.0,100.0,100.0,1/2,5,-1,5,1,0,4,0,N(1440),UDD,\overline{N}(1440)^{0}
12114,1710.0,20.0,20.0,300.0,80.0,80.0,3/2,5,-1,5,1,0,4,1,Delta(1700),udd,\Delta(1700)^{0}
-12114,1710.0,20.0,20.0,300.0,80.0,80.0,3/2,5,1,5,1,0,4,1,Delta(1700),UDD,\overline{\Delta}(1700)^{0}
12116,1685.0,5.0,5.0,120.0,10.0,5.0,1/2,5,1,5,1,0,4,1,N(1680),udd,N(1680)^{0}
-12116,1685.0,5.0,5.0,120.0,10.0,5.0,1/2,5,-1,5,1,0,4,1,N(1680),UDD,\overline{N}(1680)^{0}
12122,1860.0,60.0,20.0,250.0,70.0,70.0,3/2,5,-1,5,1,1,3,0,Delta(1900),uud,\Delta(1900)^{+}
-12122,1860.0,60.0,20.0,250.0,70.0,70.0,3/2,5,1,5,1,-1,3,0,Delta(1900),UUD,\overline{\Delta}(1900)^{-}
12126,1950.0,50.0,50.0,300.0,100.0,100.0,3/2,5,-1,5,1,1,3,1,Delta(1930),uud,\Delta(1930)^{+}
-12126,1950.0,50.0,50.0,300.0,100.0,100.0,3/2,5,1,5,1,-1,3,1,Delta(1930),UUD,\overline{\Delta}(1930)^{-}
12212,1440.0,30.0,30.0,350.0,100.0,100.0,1/2,5,1,5,1,1,4,0,N(1440),uud,N(1440)^{+}
-12212,1440.0,30.0,30.0,350.0,100.0,100.0,1/2,5,-1,5,1,-1,4,0,N(1440),UUD,\overline{N}(1440)^{-}
12214,1710.0,20.0,20.0,300.0,80.0,80.0,3/2,5,-1,5,1,1,4,1,Delta(1700),uud,\Delta(1700)^{+}
-12214,1710.0,20.0,20.0,300.0,80.0,80.0,3/2,5,1,5,1,-1,4,1,Delta(1700),UUD,\overline{\Delta}(1700)^{-}
12216,1685.0,5.0,5.0,120.0,10.0,5.0,1/2,5,1,5,1,1,4,1,N(1680),uud,N(1680)^{+}
-12216,1685.0,5.0,5.0,120.0,10.0,5.0,1/2,5,-1,5,1,-1,4,1,N(1680),UUD,\overline{N}(1680)^{-}
12222,1860.0,60.0,20.0,250.0,70.0,70.0,3/2,5,-1,5,1,2,3,0,Delta(1900),uuu,\Delta(1900)^{++}
-12222,1860.0,60.0,20.0,250.0,70.0,70.0,3/2,5,1,5,1,-2,3,0,Delta(1900),UUU,\overline{\Delta}(1900)^{--}
12224,1710.0,20.0,20.0,300.0,80.0,80.0,3/2,5,-1,5,1,2,4,1,Delta(1700),uuu,\Delta(1700)^{++}
-12224,1710.0,20.0,20.0,300.0,80.0,80.0,3/2,5,1,5,1,-2,4,1,Delta(1700),UUU,\overline{\Delta}(1700)^{--}
12226,1950.0,50.0,50.0,300.0,100.0,100.0,3/2,5,-1,5,1,2,3,1,Delta(1930),uuu,\Delta(1930)^{++}
-12226,1950.0,50.0,50.0,300.0,100.0,100.0,3/2,5,1,5,1,-2,3,1,Delta(1930),UUU,\overline{\Delta}(1930)^{--}
13112,1660.0,20.0,20.0,200.0,100.0,100.0,1,5,1,5,1,-1,3,0,Sigma(1660),dds,\Sigma(1660)^{-}
-13112,1660.0,20.0,20.0,200.0,100.0,100.0,1,5,-1,5,1,1,3,0,Sigma(1660),DDS,\overline{\Sigma}(1660)^{+}
13114,1675.0,10.0,10.0,70.0,30.0,30.0,1,5,-1,5,1,-1,4,1,Sigma(1670),dds,\Sigma(1670)^{-}
-13114,1675.0,10.0,10.0,70.0,30.0,30.0,1,5,1,5,1,1,4,1,Sigma(1670),DDS,\overline{\Sigma}(1670)^{+}
13116,1915.0,20.0,15.0,120.0,40.0,40.0,1,5,1,5,1,-1,4,1,Sigma(1915),dds,\Sigma(1915)^{-}
-13116,1915.0,20.0,15.0,120.0,40.0,40.0,1,5,-1,5,1,1,4,1,Sigma(1915),DDS,\overline{\Sigma}(1915)^{+}
13122,1405.1,1.3,1.0,50.5,2.0,2.0,0,5,-1,5,1,0,4,0,Lambda(1405),uds,\Lambda(1404)
-13122,1405.1,1.3,1.0,50.5,2.0,2.0,0,5,1,5,1,0,4,0,Lambda(1405),UDS,\overline{\Lambda}(1404)
13124,1690.0,5.0,5.0,70.0,10.0,10.0,0,5,-1,5,1,0,4,1,Lambda(1690),uds,\Lambda(1690)
-13124,1690.0,5.0,5.0,70.0,10.0,10.0,0,5,1,5,1,0,4,1,Lambda(1690),UDS,\overline{\Lambda}(1690)
13126,1825.0,5.0,5.0,90.0,30.0,30.0,0,5,-1,5,1,0,4,1,Lambda(1830),uds,\Lambda(1830)
-13126,1825.0,5.0,5.0,90.0,30.0,30.0,0,5,1,5,1,0,4,1,Lambda(1830),UDS,\overline{\Lambda}(1830)
13212,1660.0,20.0,20.0,200.0,100.0,100.0,1,5,1,5,1,0,3,0,Sigma(1660),uds,\Sigma(1660)^{0}
-13212,1660.0,20.0,20.0,200.0,100.0,100.0,1,5,-1,5,1,0,3,0,Sigma(1660),UDS,\overline{\Sigma}(1660)^{0}
13214,1675.0,10.0,10.0,70.0,30.0,30.0,1,5,-1,5,1,0,4,1,Sigma(1670),uds,\Sigma(1670)^{0}
-13214,1675.0,10.0,10.0,70.0,30.0,30.0,1,5,1,5,1,0,4,1,Sigma(1670),UDS,\overline{\Sigma}(1670)^{0}
13216,1915.0,20.0,15.0,120.0,40.0,40.0,1,5,1,5,1,0,4,1,Sigma(1915),uds,\Sigma(1915)^{0}
-13216,1915.0,20.0,15.0,120.0,40.0,40.0,1,5,-1,5,1,0,4,1,Sigma(1915),UDS,\overline{\Sigma}(1915)^{0}
13222,1660.0,20.0,20.0,200.0,100.0,100.0,1,5,1,5,1,1,3,0,Sigma(1660),uus,\Sigma(1660)^{+}
-13222,1660.0,20.0,20.0,200.0,100.0,100.0,1,5,-1,5,1,-1,3,0,Sigma(1660),UUS,\overline{\Sigma}(1660)^{-}
13224,1675.0,10.0,10.0,70.0,30.0,30.0,1,5,-1,5,1,1,4,1,Sigma(1670),uus,\Sigma(1670)^{+}
-13224,1675.0,10.0,10.0,70.0,30.0,30.0,1,5,1,5,1,-1,4,1,Sigma(1670),UUS,\overline{\Sigma}(1670)^{-}
13226,1915.0,20.0,15.0,120.0,40.0,40.0,1,5,1,5,1,1,4,1,Sigma(1915),uus,\Sigma(1915)^{+}
-13226,1915.0,20.0,15.0,120.0,40.0,40.0,1,5,-1,5,1,-1,4,1,Sigma(1915),UUS,\overline{\Sigma}(1915)^{-}
13314,1823.0,5.0,5.0,24.0,15.0,10.0,1/2,5,-1,5,1,-1,3,1,Xi(1820),dss,\Xi(1820)^{-}
-13314,1823.0,5.0,5.0,24.0,15.0,10.0,1/2,5,1,5,1,1,3,1,Xi(1820),DSS,\overline{\Xi}(1820)^{+}
13324,1823.0,5.0,5.0,24.0,15.0,10.0,1/2,5,-1,5,1,0,3,1,Xi(1820),uss,\Xi(1820)^{0}
-13324,1823.0,5.0,5.0,24.0,15.0,10.0,1/2,5,1,5,1,0,3,1,Xi(1820),USS,\overline{\Xi}(1820)^{0}
14122,2592.25,0.28,0.28,2.6,0.6,0.6,0,5,-1,5,1,1,3,0,Lambda(c)(2595),udc,\Lambda_{c}(2593)^{+}
-14122,2592.25,0.28,0.28,2.6,0.6,0.6,0,5,1,5,1,-1,3,0,Lambda(c)(2595),UDC,\overline{\Lambda}_{c}(2593)^{-}
20113,1230.0,40.0,40.0,420.0,180.0,180.0,1,-1,1,1,0,0,0,0,a(1)(1260),(uU-dD)/sqrt(2),a_{1}(1260)^{0}
20213,1230.0,40.0,40.0,420.0,180.0,180.0,1,-1,1,5,2,1,0,0,a(1)(1260),uD,a_{1}(1260)^{+}
-20213,1230.0,40.0,40.0,420.0,180.0,180.0,1,-1,1,5,2,-1,0,0,a(1)(1260),Ud,a_{1}(1260)^{-}
20223,1281.9,0.5,0.5,22.7,1.1,1.1,0,1,1,1,0,0,0,0,f(1)(1285),x(uU+dD)+y(sS),f_{1}(1285)
20313,1403.0,7.0,7.0,174.0,13.0,13.0,1/2,5,1,5,1,0,0,0,K(1)(1400),dS,K_{1}(1400)^{0}
-20313,1403.0,7.0,7.0,174.0,13.0,13.0,1/2,5,1,5,1,0,0,0,K(1)(1400),Ds,\overline{K}_{1}(1400)^{0}
20315,1819.0,12.0,12.0,264.0,34.0,34.0,1/2,5,-1,5,1,0,0,0,K(2)(1820),dS,K_{2}(1820)^{0}
-20315,1819.0,12.0,12.0,264.0,34.0,34.0,1/2,5,-1,5,1,0,0,0,K(2)(1820),Ds,\overline{K}_{2}(1820)^{0}
20323,1403.0,7.0,7.0,174.0,13.0,13.0,1/2,5,1,5,2,1,0,0,K(1)(1400),uS,K_{1}(1400)^{+}
-20323,1403.0,7.0,7.0,174.0,13.0,13.0,1/2,5,1,5,2,-1,0,0,K(1)(1400),Us,K_{1}(1400)^{-}
20325,1819.0,12.0,12.0,264.0,34.0,34.0,1/2,5,-1,5,2,1,0,0,K(2)(1820),uS,K_{2}(1820)^{+}
-20325,1819.0,12.0,12.0,264.0,34.0,34.0,1/2,5,-1,5,2,-1,0,0,K(2)(1820),Us,K_{2}(1820)^{-}
20333,1426.3,0.9,0.9,54.5,2.6,2.6,0,1,1,1,0,0,0,0,f(1)(1420),x(uU+dD)+y(sS),f_{1}(1420)
20423,2412.0,9.0,9.0,314.0,29.0,29.0,1/2,5,1,5,1,0,0,2,D(1)(2430),cU,D_{1}(2430)^{0}
-20423,2412.0,9.0,9.0,314.0,29.0,29.0,1/2,5,1,5,1,0,0,2,D(1)(2430),Cu,\overline{D}_{1}(2430)^{0}
20433,2459.5,0.6,0.6,6.3,-1.0,-1.0,0,5,1,5,2,1,0,0,D(s1)(2460),cS,D_{s1}(2460)^{+}
-20433,2459.5,0.6,0.6,6.3,-1.0,-1.0,0,5,1,5,2,-1,0,0,D(s1)(2460),Cs,D_{s1}(2460)^{-}
20443,3510.67,0.05,0.05,0.84,0.04,0.04,0,1,1,1,0,0,0,0,chi(c1)(1P),cC,\chi_{c1}(1P)
20553,9892.8,0.4,0.4,-1.0,-1.0,-1.0,0,1,1,1,0,0,0,0,chi(b1)(1P),bB,\chi_{b1}(1P)
20555,10163.7,1.4,1.4,-1.0,-1.0,-1.0,0,-1,-1,-1,0,0,0,0,Upsilon(2)(1D),bB,\Upsilon_{2}(1D)
21112,1900.0,50.0,50.0,300.0,100.0,100.0,3/2,5,1,5,1,-1,4,1,Delta(1910),ddd,\Delta(1910)^{-}
-21112,1900.0,50.0,50.0,300.0,100.0,100.0,3/2,5,-1,5,1,1,4,1,Delta(1910),DDD,\overline{\Delta}(1910)^{+}
21114,1920.0,50.0,50.0,300.0,60.0,60.0,3/2,5,1,5,1,-1,3,1,Delta(1920),ddd,\Delta(1920)^{-}
-21114,1920.0,50.0,50.0,300.0,60.0,60.0,3/2,5,-1,5,1,1,3,1,Delta(1920),DDD,\overline{\Delta}(1920)^{+}
21212,1900.0,50.0,50.0,300.0,100.0,100.0,3/2,5,1,5,1,0,4,1,Delta(1910),udd,\Delta(1910)^{0}
-21212,1900.0,50.0,50.0,300.0,100.0,100.0,3/2,5,-1,5,1,0,4,1,Delta(1910),UDD,\overline{\Delta}(1910)^{0}
21214,1720.0,80.0,70.0,200.0,100.0,100.0,1/2,5,-1,5,1,0,3,1,N(1700),udd,N(1700)^{0}
-21214,1720.0,80.0,70.0,200.0,100.0,100.0,1/2,5,1,5,1,0,3,1,N(1700),UDD,\overline{N}(1700)^{0}
22112,1530.0,15.0,15.0,150.0,25.0,25.0,1/2,5,-1,5,1,0,4,0,N(1535),udd,\Delta(1910)^{0}
-22112,1530.0,15.0,15.0,150.0,25.0,25.0,1/2,5,1,5,1,0,4,0,N(1535),UDD,\overline{\Delta}(1910)^{0}
22114,1920.0,50.0,50.0,300.0,60.0,60.0,3/2,5,1,5,1,0,3,1,Delta(1920),udd,\Delta(1920)^{0}
-22114,1920.0,50.0,50.0,300.0,60.0,60.0,3/2,5,-1,5,1,0,3,1,Delta(1920),UDD,\overline{\Delta}(1920)^{0}
22122,1900.0,50.0,50.0,300.0,100.0,100.0,3/2,5,1,5,1,1,4,1,Delta(1910),uud,\Delta(1910)^{+}
-22122,1900.0,50.0,50.0,300.0,100.0,100.0,3/2,5,-1,5,1,-1,4,1,Delta(1910),UUD,\overline{\Delta}(1910)^{-}
22124,1720.0,80.0,70.0,200.0,100.0,100.0,1/2,5,-1,5,1,1,3,1,N(1700),uud,N(1700)^{+}
-22124,1720.0,80.0,70.0,200.0,100.0,100.0,1/2,5,1,5,1,-1,3,1,N(1700),UUD,\overline{N}(1700)^{-}
22212,1530.0,15.0,15.0,150.0,25.0,25.0,1/2,5,-1,5,1,1,4,0,N(1535),uud,N(1535)^{+}
-22212,1530.0,15.0,15.0,150.0,25.0,25.0,1/2,5,1,5,1,-1,4,0,N(1535),UUD,\overline{N}(1535)^{-}
22214,1920.0,50.0,50.0,300.0,60.0,60.0,3/2,5,1,5,1,1,3,1,Delta(1920),uud,\Delta(1920)^{+}
-22214,1920.0,50.0,50.0,300.0,60.0,60.0,3/2,5,-1,5,1,-1,3,1,Delta(1920),UUD,\overline{\Delta}(1920)^{-}
22222,1900.0,50.0,50.0,300.0,100.0,100.0,3/2,5,1,5,1,2,4,1,Delta(1910),uuu,\Delta(1910)^{++}
-22222,1900.0,50.0,50.0,300.0,100.0,100.0,3/2,5,-1,5,1,-2,4,1,Delta(1910),UUU,\overline{\Delta}(1910)^{--}
22224,1920.0,50.0,50.0,300.0,60.0,60.0,3/2,5,1,5,1,2,3,1,Delta(1920),uuu,\Delta(1920)^{++}
-22224,1920.0,50.0,50.0,300.0,60.0,60.0,3/2,5,-1,5,1,-2,3,1,Delta(1920),UUU,\overline{\Delta}(1920)^{--}
23112,1750.0,50.0,50.0,150.0,50.0,50.0,1,5,-1,5,1,-1,3,1,Sigma(1750),dds,\Sigma(1750)^{-}
-23112,1750.0,50.0,50.0,150.0,50.0,50.0,1,5,1,5,1,1,3,1,Sigma(1750),DDS,\overline{\Sigma}(1750)^{+}
23114,1910.0,40.0,40.0,220.0,80.0,70.0,1,5,-1,5,1,-1,3,1,Sigma(1910),dds,\Sigma(1940)^{-}
-23114,1910.0,40.0,40.0,220.0,80.0,70.0,1,5,1,5,1,1,3,1,Sigma(1910),DDS,\overline{\Sigma}(1940)^{+}
23122,1600.0,30.0,30.0,200.0,50.0,50.0,0,5,1,5,1,0,3,1,Lambda(1600),uds,\Lambda(1600)
-23122,1600.0,30.0,30.0,200.0,50.0,50.0,0,5,-1,5,1,0,3,1,Lambda(1600),UDS,\overline{\Lambda}(1600)
23124,1890.0,20.0,20.0,120.0,40.0,40.0,0,5,1,5,1,0,4,1,Lambda(1890),uds,\Lambda(1890)
-23124,1890.0,20.0,20.0,120.0,40.0,40.0,0,5,-1,5,1,0,4,1,Lambda(1890),UDS,\overline{\Lambda}(1890)
23126,2090.0,40.0,40.0,250.0,50.0,50.0,0,5,1,5,1,0,3,1,Lambda(2110),uds,\Lambda(2110)
